N°,DNI,APELLIDOS,NOMBRES,CARGO,FECHA DE INICIO,REGIMEN LABORAL,ÓRGANO,UNIDAD ORGANICA,ESTADO,SERVIDORES CIVILES QUE TIENEN LICENCIA,CORREO ELECTRONICO INSTITUCIONAL,APELLIDOS Y NOMBRES
392,59166288,GAYA BARBERO,ENRIQUE ANITA,Analista G1,2026-04-13,D.L. 276,Dirección General de Estar,Oficina de Encontrar,ACTIVO,NO,,GAYA BARBERO ENRIQUE ANITA
393,48970846,MONTAÑA MONTES,JORDI MARCIANO,Especialista Técnico,2025-02-08,CAS,Dirección General de Existen,Oficina de Banco,ACTIVO,NO,,MONTAÑA MONTES JORDI MARCIANO
394,39609055,GINER REYES,MARCELO LEONARDO,Coordinador Adjunto,2016-12-14,D.L. 276,Dirección General de Aquellas,Oficina de Teatro,ACTIVO,NO,,GINER REYES MARCELO LEONARDO
395,55767882,DÍEZ ROLDÁN,CAYETANA ANA SOFÍA,Especialista Técnico,2016-10-24,CAS,Dirección General de M,Oficina de Peor,ACTIVO,NO,,DÍEZ ROLDÁN CAYETANA ANA SOFÍA
396,17738188,PIQUER ZAMORANO,MELCHOR JOSEFINA,Coordinador Adjunto,2020-07-04,D.L. 276,Dirección General de Cómo,Oficina de Falta,ACTIVO,NO,,PIQUER ZAMORANO MELCHOR JOSEFINA
397,67349753,PEÑALVER ESPEJO,MARISELA BRÍGIDA,Coordinador Adjunto,2021-01-29,CAS,Dirección General de Comercio,Oficina de Realidad,ACTIVO,NO,,PEÑALVER ESPEJO MARISELA BRÍGIDA
398,34489941,MAS COBOS,NOELIA ABIGAÍL,Asistente Administrativo,2025-06-29,D.L. 728,Dirección General de Fuentes,Oficina de Relaciones,ACTIVO,NO,,MAS COBOS NOELIA ABIGAÍL
399,45461592,RIERA CAÑETE,ROMÁN JOSE CARLOS,Analista G1,2018-11-23,D.L. 728,Dirección General de Español,Oficina de Medidas,ACTIVO,NO,,RIERA CAÑETE ROMÁN JOSE CARLOS
400,10106510,BERMÚDEZ SANDOVAL,REBECA RAIMUNDO,Especialista Técnico,2017-04-08,CAS,Dirección General de Médico,Oficina de Capaz,ACTIVO,NO,,BERMÚDEZ SANDOVAL REBECA RAIMUNDO
401,90774634,FARRÉ AZNAR,JULIO RENÉ,Asistente Administrativo,2023-01-30,D.L. 276,Dirección General de Secretario,Oficina de Dos,ACTIVO,NO,,FARRÉ AZNAR JULIO RENÉ
402,49093497,BELTRAN FABRA,NILDA MARÍA,Analista G1,2022-03-22,D.L. 728,Dirección General de Crecimiento,Oficina de Pedro,ACTIVO,NO,,BELTRAN FABRA NILDA MARÍA
403,01868131,GAYA TELLO,HORACIO RUTH,Coordinador Adjunto,2025-06-01,D.L. 276,Dirección General de Ministro,Oficina de Conseguir,ACTIVO,NO,,GAYA TELLO HORACIO RUTH
404,16587800,ALCÁNTARA GALÁN,GOYO MANUELA,Asistente Administrativo,2017-07-08,D.L. 728,Dirección General de Lejos,Oficina de Investigación,ACTIVO,NO,,ALCÁNTARA GALÁN GOYO MANUELA
405,90305497,HERRERA FUENTE,RÉGULO YOLANDA,Coordinador Adjunto,2018-09-27,D.L. 276,Dirección General de Proyecto,Oficina de Produce,ACTIVO,NO,,HERRERA FUENTE RÉGULO YOLANDA
406,51140377,LUNA PINTOR,ADELAIDA BIBIANA,Coordinador Adjunto,2022-10-31,CAS,Dirección General de Mal,Oficina de Mujeres,ACTIVO,NO,,LUNA PINTOR ADELAIDA BIBIANA
407,90575030,PALOMARES VILALTA,SOFÍA ANASTASIA,Especialista Técnico,2021-01-02,D.L. 728,Dirección General de Distintos,Oficina de Carta,ACTIVO,NO,,PALOMARES VILALTA SOFÍA ANASTASIA
408,03358752,SORIA MONTERO,YAIZA HERMINIO,Coordinador Adjunto,2020-01-20,D.L. 276,Dirección General de Espacio,Oficina de Años,ACTIVO,NO,,SORIA MONTERO YAIZA HERMINIO
409,29711403,GIRALT COELLO,ALCIDES JUAN CARLOS,Analista G1,2021-11-17,D.L. 276,Dirección General de Favor,Oficina de Podemos,ACTIVO,NO,,GIRALT COELLO ALCIDES JUAN CARLOS
410,62312934,RIOS MARQUEZ,EZEQUIEL GUSTAVO,Coordinador Adjunto,2019-08-23,D.L. 276,Dirección General de Razón,Oficina de Experiencia,ACTIVO,NO,,RIOS MARQUEZ EZEQUIEL GUSTAVO
411,54800543,HOYOS VALERA,CARMELITA FÁTIMA,Analista G1,2025-10-12,CAS,Dirección General de Van,Oficina de Muerte,ACTIVO,NO,,HOYOS VALERA CARMELITA FÁTIMA
412,06086346,  TORRES TRUJILLO,  ÉDGAR FLORENTINO,Analista G1,2023-09-03,D.L. 728,Dirección General de Creo,Oficina de Cuenta,ACTIVO,NO,,  TORRES TRUJILLO   ÉDGAR FLORENTINO
413,66118958,CHAVES TORRES,GERÓNIMO YÉSICA,Analista G1,2025-03-28,CAS,Dirección General de Pudo,Oficina de Máximo,ACTIVO,NO,,CHAVES TORRES GERÓNIMO YÉSICA
414,31514327,BARRAL ZAMORA,ANASTASIO PRIMITIVA,Especialista Técnico,2024-10-23,D.L. 728,Dirección General de Generales,Oficina de Aumento,ACTIVO,NO,,BARRAL ZAMORA ANASTASIO PRIMITIVA
415,60887035,ATIENZA AGUDO,SEVE EMIGDIO,Coordinador Adjunto,2024-10-08,D.L. 276,Dirección General de Allí,Oficina de Tiempo,ACTIVO,NO,,ATIENZA AGUDO SEVE EMIGDIO
416,99742579,CORBACHO AGULLO,ISAÍAS ANSELMA,Asistente Administrativo,2020-11-26,D.L. 276,Dirección General de Nos,Oficina de Lleva,ACTIVO,NO,,CORBACHO AGULLO ISAÍAS ANSELMA
417,99625661,TOMAS TORRENTS,ALCIDES ADOLFO,Especialista Técnico,2021-09-01,D.L. 728,Dirección General de Libertad,Oficina de Por,ACTIVO,NO,,TOMAS TORRENTS ALCIDES ADOLFO
418,87902130,ALEGRIA ÁVILA,LORENZA LEONARDO,Analista G1,2021-09-14,D.L. 728,Dirección General de Cuanto,Oficina de Para,ACTIVO,NO,,ALEGRIA ÁVILA LORENZA LEONARDO
419,82631442,VALLÉS ROS,NOELIA VIRGINIA,Asistente Administrativo,2018-02-19,D.L. 728,Dirección General de Pacientes,Oficina de Según,ACTIVO,NO,,VALLÉS ROS NOELIA VIRGINIA
420,04391106,ZAMORA COMAS,JOSE ANGEL GREGORIO,Coordinador Adjunto,2022-07-18,CAS,Dirección General de Cinco,Oficina de G,ACTIVO,NO,,ZAMORA COMAS JOSE ANGEL GREGORIO
421,59509871,PABLO LASTRA,NATALIA RÉGULO,Asistente Administrativo,2017-02-18,CAS,Dirección General de J,Oficina de Diferentes,ACTIVO,NO,,PABLO LASTRA NATALIA RÉGULO
422,48678897,SEGOVIA HERVIA,JOSEFINA JAIME,Analista G1,2019-05-06,D.L. 276,Dirección General de Sueño,Oficina de Zonas,ACTIVO,NO,,SEGOVIA HERVIA JOSEFINA JAIME
423,49302864,BERROCAL ANGULO,CIRO SANTIAGO,Coordinador Adjunto,2020-02-20,CAS,Dirección General de Fuerte,Oficina de Necesario,ACTIVO,NO,,BERROCAL ANGULO CIRO SANTIAGO
424,53437399,BARBA AGUSTÍ,JULIA FRANCISCO JAVIER,Coordinador Adjunto,2017-03-04,CAS,Dirección General de Señaló,Oficina de Imagen,ACTIVO,NO,,BARBA AGUSTÍ JULIA FRANCISCO JAVIER
425,16396000,MUÑOZ BUSTOS,TERESA BELÉN,Asistente Administrativo,2025-07-15,CAS,Dirección General de Cambio,Oficina de Habían,ACTIVO,NO,,MUÑOZ BUSTOS TERESA BELÉN
426,88955315,TALAVERA LINARES,ARTURO ÁMBAR,Especialista Técnico,2017-02-01,D.L. 276,Dirección General de Siguientes,Oficina de Podría,ACTIVO,NO,,TALAVERA LINARES ARTURO ÁMBAR
427,85831287,APARICIO ESCOBAR,ÚRSULA REMEDIOS,Analista G1,2019-06-28,CAS,Dirección General de Hospital,Oficina de Grandes,ACTIVO,NO,,APARICIO ESCOBAR ÚRSULA REMEDIOS
428,44762842,COBOS PUIG,ÚRSULA CARMELO,Especialista Técnico,2019-05-04,CAS,Dirección General de Común,Oficina de Gente,ACTIVO,NO,,COBOS PUIG ÚRSULA CARMELO
429,75776374,PORCEL MÁRMOL,RODRIGO MARISOL,Especialista Técnico,2023-09-29,CAS,Dirección General de Supuesto,Oficina de Santa,ACTIVO,NO,,PORCEL MÁRMOL RODRIGO MARISOL
430,74384511,BERMUDEZ VALLE,MARCIA OSVALDO,Especialista Técnico,2016-11-18,D.L. 276,Dirección General de Datos,Oficina de Mano,ACTIVO,NO,,BERMUDEZ VALLE MARCIA OSVALDO
431,28984500,BENITEZ NIÑO,ELODIA MARÍA JOSÉ,Especialista Técnico,2022-06-26,D.L. 728,Dirección General de Actividades,Oficina de Seis,ACTIVO,NO,,BENITEZ NIÑO ELODIA MARÍA JOSÉ
432,19804387,MORERA ANDREU,FABIANA LEANDRO,Analista G1,2024-03-07,D.L. 728,Dirección General de Llegó,Oficina de Jefe,ACTIVO,NO,,MORERA ANDREU FABIANA LEANDRO
433,19419692,GRACIA PAGÈS,CAROLINA REMIGIO,Especialista Técnico,2020-08-30,D.L. 276,Dirección General de Ve,Oficina de Cantidad,ACTIVO,NO,,GRACIA PAGÈS CAROLINA REMIGIO
434,33642237,PINTO BOADA,MARÍA PILAR ESPERANZA,Especialista Técnico,2019-04-20,CAS,Dirección General de Través,Oficina de Régimen,ACTIVO,NO,,PINTO BOADA MARÍA PILAR ESPERANZA
435,88725655,BELTRÁN BLANCA,JULIO FABIO,Analista G1,2020-02-23,CAS,Dirección General de Precio,Oficina de Muestra,ACTIVO,NO,,BELTRÁN BLANCA JULIO FABIO
436,01994520,CORREA PORRAS,MAXIMILIANO PONCIO,Coordinador Adjunto,2017-05-30,CAS,Dirección General de Y,Oficina de Piel,ACTIVO,NO,,CORREA PORRAS MAXIMILIANO PONCIO
437,79034502,MENDEZ    SALES,PLÁCIDO MARÍA   ,Coordinador Adjunto,2019-01-16,CAS,Dirección General de Están,Oficina de Día,ACTIVO,NO,,MENDEZ    SALES PLÁCIDO MARÍA   
438,23386930,EXPOSITO ROSA,VIDAL CECILIA,Coordinador Adjunto,2021-11-22,CAS,Dirección General de Base,Oficina de Sino,ACTIVO,NO,,EXPOSITO ROSA VIDAL CECILIA
439,17013244,AMO BORRÁS,PAULINO CASANDRA,Asistente Administrativo,2017-04-10,D.L. 276,Dirección General de Decía,Oficina de Película,ACTIVO,NO,,AMO BORRÁS PAULINO CASANDRA
440,15253752,MORATA    PLAZA,ALBANO LUPE   ,Analista G1,2020-06-25,D.L. 728,Dirección General de Tenían,Oficina de Tan,ACTIVO,NO,,MORATA    PLAZA ALBANO LUPE   
441,60166481,HERRERO VÁZQUEZ,FORTUNATO ISIDORA,Coordinador Adjunto,2020-02-25,D.L. 276,Dirección General de Otras,Oficina de Muchas,ACTIVO,NO,,HERRERO VÁZQUEZ FORTUNATO ISIDORA
442,79680505,MASCARÓ LEDESMA,AMÉRICA ESTEBAN,Analista G1,2016-12-23,D.L. 728,Dirección General de Medida,Oficina de Tú,ACTIVO,NO,,MASCARÓ LEDESMA AMÉRICA ESTEBAN
443,67624085,ROBLEDO MARÍ,ALONDRA MICAELA,Especialista Técnico,2017-02-10,D.L. 276,Dirección General de Problemas,Oficina de Arriba,ACTIVO,NO,,ROBLEDO MARÍ ALONDRA MICAELA
444,05820357,HUERTA VALCÁRCEL,DOROTEA ENCARNITA,Coordinador Adjunto,2018-04-20,D.L. 728,Dirección General de Hacer,Oficina de Lugar,ACTIVO,NO,,HUERTA VALCÁRCEL DOROTEA ENCARNITA
445,86347725,MAYO AGUDO,RUY NAZARET,Analista G1,2024-10-05,CAS,Dirección General de Ex,Oficina de Suerte,ACTIVO,NO,,MAYO AGUDO RUY NAZARET
446,64287864,MUR SACRISTÁN,NICANOR TITO,Asistente Administrativo,2024-07-01,D.L. 728,Dirección General de Razones,Oficina de Tratamiento,ACTIVO,NO,,MUR SACRISTÁN NICANOR TITO
447,92086448,CERDÁN MAS,MIGUEL ÁNGEL ELISA,Analista G1,2025-10-26,D.L. 728,Dirección General de Aún,Oficina de Investigación,ACTIVO,NO,,CERDÁN MAS MIGUEL ÁNGEL ELISA
448,95616886,MIRALLES ELÍAS,RÓMULO MELCHOR,Asistente Administrativo,2019-04-05,CAS,Dirección General de Momentos,Oficina de Suelo,ACTIVO,NO,,MIRALLES ELÍAS RÓMULO MELCHOR
449,10843515,TUDELA HERRERA,MÁXIMO RENATO,Coordinador Adjunto,2019-02-23,D.L. 276,Dirección General de Puerto,Oficina de Dio,ACTIVO,NO,,TUDELA HERRERA MÁXIMO RENATO
450,19909030,PATIÑO CARBONELL,CINTIA HERACLIO,Analista G1,2022-04-08,CAS,Dirección General de Estudios,Oficina de Cosas,ACTIVO,NO,,PATIÑO CARBONELL CINTIA HERACLIO
451,36912023,AMORES SERRANO,LEANDRA HUGO,Coordinador Adjunto,2020-09-23,D.L. 728,Dirección General de Dicho,Oficina de Industria,ACTIVO,NO,,AMORES SERRANO LEANDRA HUGO
452,80180578,BAYÓN    REBOLLO,IGNACIA    ANGELINA,Coordinador Adjunto,2017-09-26,D.L. 728,Dirección General de Ministro,Oficina de Final,ACTIVO,NO,,BAYÓN    REBOLLO IGNACIA    ANGELINA
453,67853917,IRIARTE CORREA,LIGIA TEO,Asistente Administrativo,2024-03-27,CAS,Dirección General de Vida,Oficina de Movimiento,ACTIVO,NO,,IRIARTE CORREA LIGIA TEO
454,94191240,TELLO PÉREZ,BIENVENIDA ANTONIA,Analista G1,2025-07-31,D.L. 276,Dirección General de Socialista,Oficina de Sabía,ACTIVO,NO,,TELLO PÉREZ BIENVENIDA ANTONIA
455,87364556,RIPOLL ARCO,MORENA PLÁCIDO,Especialista Técnico,2023-05-13,D.L. 728,Dirección General de Octubre,Oficina de Resto,ACTIVO,NO,,RIPOLL ARCO MORENA PLÁCIDO
456,60606675,BLÁZQUEZ CANALES,MARÍA JOSÉ JOSE RAMÓN,Especialista Técnico,2022-12-03,D.L. 728,Dirección General de C,Oficina de Partido,ACTIVO,NO,,BLÁZQUEZ CANALES MARÍA JOSÉ JOSE RAMÓN
457,45490632,ARREGUI PULIDO,MARINA NATANAEL,Asistente Administrativo,2026-01-01,D.L. 728,Dirección General de Primeros,Oficina de Nada,ACTIVO,NO,,ARREGUI PULIDO MARINA NATANAEL
458,55833186,ALARCÓN CABELLO,JUAN IVÁN,Analista G1,2021-06-14,D.L. 728,Dirección General de Apenas,Oficina de Miguel,ACTIVO,NO,,ALARCÓN CABELLO JUAN IVÁN
459,57279296,GINER SALINAS,REINALDO ROSENDO,Coordinador Adjunto,2020-12-22,D.L. 276,Dirección General de Diario,Oficina de Productos,ACTIVO,NO,,GINER SALINAS REINALDO ROSENDO
460,34210730,VALL CONTRERAS,ONOFRE AMADOR,Coordinador Adjunto,2021-03-04,CAS,Dirección General de Nivel,Oficina de Ir,ACTIVO,NO,,VALL CONTRERAS ONOFRE AMADOR
461,92183559,BOADA CARMONA,PAZ LUNA,Asistente Administrativo,2017-10-05,CAS,Dirección General de Respecto,Oficina de Propia,ACTIVO,NO,,BOADA CARMONA PAZ LUNA
462,12243984,SARABIA GABALDÓN,AZAHAR ALMUDENA,Analista G1,2019-10-30,CAS,Dirección General de Menos,Oficina de Consejo,ACTIVO,NO,,SARABIA GABALDÓN AZAHAR ALMUDENA
463,57965486,SANTAMARIA MONTAÑA,BONIFACIO MARCELO,Analista G1,2016-10-16,D.L. 276,Dirección General de Fernando,Oficina de Unos,ACTIVO,NO,,SANTAMARIA MONTAÑA BONIFACIO MARCELO
464,99159521,ALSINA NOVOA,FLORA CÉSAR,Coordinador Adjunto,2023-02-12,CAS,Dirección General de Veces,Oficina de Jamás,ACTIVO,NO,,ALSINA NOVOA FLORA CÉSAR
465,74674817,HERVÁS VILLALOBOS,FÉLIX CARMINA,Analista G1,2017-12-11,D.L. 276,Dirección General de Partidos,Oficina de Anterior,ACTIVO,NO,,HERVÁS VILLALOBOS FÉLIX CARMINA
466,75374853,SEVILLA GUARDIOLA,NAYARA SANDALIO,Coordinador Adjunto,2022-08-23,D.L. 276,Dirección General de Tener,Oficina de Siete,ACTIVO,NO,,SEVILLA GUARDIOLA NAYARA SANDALIO
467,16405606,ROSELL PRIEGO,AMBROSIO MALENA,Asistente Administrativo,2022-06-27,D.L. 728,Dirección General de Ello,Oficina de Visto,ACTIVO,NO,,ROSELL PRIEGO AMBROSIO MALENA
468,89300493,ROMÁN PORCEL,ADALBERTO JULIE,Asistente Administrativo,2018-06-29,D.L. 276,Dirección General de María,Oficina de Sola,ACTIVO,NO,,ROMÁN PORCEL ADALBERTO JULIE
469,06904976,BARROS CAL,NEREA SALOMÉ,Coordinador Adjunto,2021-09-18,D.L. 276,Dirección General de Pesar,Oficina de Claro,ACTIVO,NO,,BARROS CAL NEREA SALOMÉ
470,41936182,FIGUERAS SECO,DANILO JUAN FRANCISCO,Coordinador Adjunto,2023-01-20,CAS,Dirección General de Carácter,Oficina de Encuentra,ACTIVO,NO,,FIGUERAS SECO DANILO JUAN FRANCISCO
471,77566911,MILLÁN PONT,EMILIANA RUBEN,Especialista Técnico,2022-03-20,CAS,Dirección General de Persona,Oficina de Creo,ACTIVO,NO,,MILLÁN PONT EMILIANA RUBEN
472,88145655,SECO DUQUE,ODALYS IGNACIA,Asistente Administrativo,2023-05-28,CAS,Dirección General de Familia,Oficina de Pacientes,ACTIVO,NO,,SECO DUQUE ODALYS IGNACIA
473,14524826,BLAZQUEZ CAÑETE,MATÍAS DESIDERIO,Coordinador Adjunto,2018-09-24,D.L. 276,Dirección General de Algo,Oficina de He,ACTIVO,NO,,BLAZQUEZ CAÑETE MATÍAS DESIDERIO
474,49333210,PEREA CID,ARIADNA ROMÁN,Analista G1,2020-07-11,D.L. 728,Dirección General de Trabajo,Oficina de Izquierda,ACTIVO,NO,,PEREA CID ARIADNA ROMÁN
475,77054399,PLA ROCHA,GILBERTO AMANDA,Especialista Técnico,2022-09-13,D.L. 728,Dirección General de Espera,Oficina de Semanas,ACTIVO,NO,,PLA ROCHA GILBERTO AMANDA
476,75291542,DURAN DIAZ,AMELIA LUIS,Analista G1,2017-09-30,D.L. 276,Dirección General de Real,Oficina de Oposición,ACTIVO,NO,,DURAN DIAZ AMELIA LUIS
477,88292613,SANMARTÍN BAEZA,ROSENDA PLINIO,Coordinador Adjunto,2025-11-12,CAS,Dirección General de Serie,Oficina de Madrid,ACTIVO,NO,,SANMARTÍN BAEZA ROSENDA PLINIO
478,24215036,FERRERO PLANA,CHITA ANSELMA,Coordinador Adjunto,2022-11-16,D.L. 276,Dirección General de Capital,Oficina de Precisamente,ACTIVO,NO,,FERRERO PLANA CHITA ANSELMA
479,41471223,TÉLLEZ RICART,LEOCADIA PRISCILA,Coordinador Adjunto,2020-10-13,D.L. 728,Dirección General de Personas,Oficina de Otra,ACTIVO,NO,,TÉLLEZ RICART LEOCADIA PRISCILA
480,00819506,ANGUITA GIMÉNEZ,LUÍS ANACLETO,Especialista Técnico,2019-02-04,CAS,Dirección General de Causa,Oficina de Equipo,ACTIVO,NO,,ANGUITA GIMÉNEZ LUÍS ANACLETO
481,76010331,DIÉGUEZ SEBASTIÁN,CLARISA MANUELITA,Asistente Administrativo,2024-01-27,CAS,Dirección General de Universidad,Oficina de Contrario,ACTIVO,NO,,DIÉGUEZ SEBASTIÁN CLARISA MANUELITA
482,19042094,VICENTE CARBAJO,CONSTANZA DANILO,Analista G1,2019-01-09,CAS,Dirección General de Vamos,Oficina de Exterior,ACTIVO,NO,,VICENTE CARBAJO CONSTANZA DANILO
483,71200182,PEDRAZA ARNAIZ,MARTIRIO LOIDA,Especialista Técnico,2020-10-04,D.L. 728,Dirección General de Posible,Oficina de Cultura,ACTIVO,NO,,PEDRAZA ARNAIZ MARTIRIO LOIDA
484,56348964,CALATAYUD HUERTAS,MANUEL SANDRA,Asistente Administrativo,2026-05-04,D.L. 728,Dirección General de Visto,Oficina de Todavía,ACTIVO,NO,,CALATAYUD HUERTAS MANUEL SANDRA
485,21127116,OLIVÉ BONET,VALENTÍN ROSENDA,Coordinador Adjunto,2026-04-14,D.L. 728,Dirección General de Produce,Oficina de Octubre,ACTIVO,NO,,OLIVÉ BONET VALENTÍN ROSENDA
486,96850972,GÁLVEZ GALLEGO,OBDULIA MALENA,Coordinador Adjunto,2022-03-23,D.L. 276,Dirección General de Total,Oficina de Contenido,ACTIVO,NO,,GÁLVEZ GALLEGO OBDULIA MALENA
487,80023801,ROMAN DAZA,ENCARNACIÓN EMILIO,Analista G1,2024-03-12,CAS,Dirección General de Período,Oficina de Bajo,ACTIVO,NO,,ROMAN DAZA ENCARNACIÓN EMILIO
488,20881582,BARRANCO OROZCO,BERTA LISANDRO,Especialista Técnico,2022-04-25,D.L. 276,Dirección General de Grupo,Oficina de Mayoría,ACTIVO,NO,,BARRANCO OROZCO BERTA LISANDRO
489,06679009,MARCO MANCEBO,CONSTANZA JUANITO,Analista G1,2025-11-14,D.L. 728,Dirección General de Tenemos,Oficina de Material,ACTIVO,NO,,MARCO MANCEBO CONSTANZA JUANITO
490,59473617,BUSTOS CERDÁ,MARICELA MIREIA,Asistente Administrativo,2020-06-17,D.L. 728,Dirección General de Así,Oficina de Derecho,ACTIVO,NO,,BUSTOS CERDÁ MARICELA MIREIA
491,81480363,CASTAÑEDA CAZORLA,JOSEP ESTEBAN,Asistente Administrativo,2023-06-17,D.L. 728,Dirección General de París,Oficina de Último,ACTIVO,NO,,CASTAÑEDA CAZORLA JOSEP ESTEBAN
492,36663834,POZO TOVAR,ERASMO CRESCENCIA,Especialista Técnico,2022-09-02,D.L. 276,Dirección General de Sangre,Oficina de Medios,ACTIVO,NO,,POZO TOVAR ERASMO CRESCENCIA
493,15276328,PEREZ SANS,CARLOS EVITA,Coordinador Adjunto,2024-04-16,D.L. 728,Dirección General de Expresión,Oficina de Sido,ACTIVO,NO,,PEREZ SANS CARLOS EVITA
494,14883374,QUINTANA    VILLALBA,MARIBEL LEOPOLDO   ,Coordinador Adjunto,2023-04-17,D.L. 276,Dirección General de Revolución,Oficina de Calle,ACTIVO,NO,,QUINTANA    VILLALBA MARIBEL LEOPOLDO   
495,91064884,SANZ TORRENTS,NACIO CÁNDIDA,Asistente Administrativo,2016-05-15,D.L. 276,Dirección General de Cuadro,Oficina de Dolor,ACTIVO,NO,,SANZ TORRENTS NACIO CÁNDIDA
496,89541017,BUENDÍA SEDANO,FABIOLA GRACIANA,Coordinador Adjunto,2023-04-27,CAS,Dirección General de Operación,Oficina de Tiene,ACTIVO,NO,,BUENDÍA SEDANO FABIOLA GRACIANA
497,29597484,PUGA GIBERT,TIMOTEO PALOMA,Asistente Administrativo,2018-06-18,D.L. 276,Dirección General de Hora,Oficina de Mercado,ACTIVO,NO,,PUGA GIBERT TIMOTEO PALOMA
498,07352711,LUQUE NEBOT,CARLA CRESCENCIA,Analista G1,2017-08-26,CAS,Dirección General de Instituciones,Oficina de Serie,ACTIVO,NO,,LUQUE NEBOT CARLA CRESCENCIA
499,40455822,NUÑEZ ATIENZA,ARTURO CONRADO,Especialista Técnico,2022-08-10,CAS,Dirección General de Asociación,Oficina de Aquellos,ACTIVO,NO,,NUÑEZ ATIENZA ARTURO CONRADO
500,34295248,ALEGRE    CASANOVA,ÚRSULA ROSA   ,Coordinador Adjunto,2017-12-04,D.L. 728,Dirección General de Difícil,Oficina de De,ACTIVO,NO,,ALEGRE    CASANOVA ÚRSULA ROSA   
501,16104027,ROMAN FRANCISCO,JENNIFER VIRGINIA,Analista G1,2017-08-30,D.L. 728,Dirección General de Iglesia,Oficina de Propio,ACTIVO,NO,,ROMAN FRANCISCO JENNIFER VIRGINIA
502,57801538,CUENCA LLEDÓ,CIRO FÁTIMA,Especialista Técnico,2019-12-13,CAS,Dirección General de Otra,Oficina de Música,ACTIVO,NO,,CUENCA LLEDÓ CIRO FÁTIMA
503,51030580,DALMAU AZORIN,RUY EUFEMIA,Especialista Técnico,2019-05-27,D.L. 276,Dirección General de Región,Oficina de Juez,ACTIVO,NO,,DALMAU AZORIN RUY EUFEMIA
504,74990608,GUILLÉN ROMÁN,GABRIELA CIRIACO,Coordinador Adjunto,2023-05-20,CAS,Dirección General de La,Oficina de Estados,ACTIVO,NO,,GUILLÉN ROMÁN GABRIELA CIRIACO
505,53293991,TAPIA BERMEJO,ELIGIO DORITA,Analista G1,2018-08-10,D.L. 728,Dirección General de Ve,Oficina de Existe,ACTIVO,NO,,TAPIA BERMEJO ELIGIO DORITA
506,02515447,AGUSTÍ AGUILÓ,JOSEFA OLEGARIO,Asistente Administrativo,2024-07-07,CAS,Dirección General de Razones,Oficina de Haya,ACTIVO,NO,,AGUSTÍ AGUILÓ JOSEFA OLEGARIO
507,42018287,CATALÁN TEJEDOR,CALISTO JENARO,Asistente Administrativo,2020-03-05,D.L. 276,Dirección General de Deja,Oficina de Mira,ACTIVO,NO,,CATALÁN TEJEDOR CALISTO JENARO
508,54280721,CALATAYUD CALDERÓN,MATÍAS QUIRINO,Asistente Administrativo,2025-02-26,D.L. 728,Dirección General de Nacional,Oficina de Presencia,ACTIVO,NO,,CALATAYUD CALDERÓN MATÍAS QUIRINO
509,15458309,CAÑAS CLAVERO,BRUNO BERNARDA,Asistente Administrativo,2021-12-23,CAS,Dirección General de Hubo,Oficina de Iglesia,ACTIVO,NO,,CAÑAS CLAVERO BRUNO BERNARDA
510,43589648,CÓRDOBA SACRISTÁN,PASCUAL LORENZA,Especialista Técnico,2018-06-23,D.L. 276,Dirección General de Materia,Oficina de Tal,ACTIVO,NO,,CÓRDOBA SACRISTÁN PASCUAL LORENZA
511,61753161,REQUENA SALAS,ROSALINA ISAAC,Coordinador Adjunto,2017-03-18,CAS,Dirección General de Antes,Oficina de Mejor,ACTIVO,NO,,REQUENA SALAS ROSALINA ISAAC
512,58614463,CASAL PLANA,PASCUAL TIMOTEO,Analista G1,2019-06-28,CAS,Dirección General de Mejor,Oficina de Último,ACTIVO,NO,,CASAL PLANA PASCUAL TIMOTEO
513,58475514,LLUCH BLASCO,JOSE RAMÓN CAROLINA,Asistente Administrativo,2022-05-10,D.L. 276,Dirección General de Modelo,Oficina de Natural,ACTIVO,NO,,LLUCH BLASCO JOSE RAMÓN CAROLINA
514,10555834,LÓPEZ AMOR   ,  REGINA REBECA  ,Asistente Administrativo,2022-12-06,D.L. 728,Dirección General de Llegar,Oficina de Fuera,ACTIVO,NO,,LÓPEZ AMOR      REGINA REBECA  
515,45568702,VILLAVERDE VERGARA,GONZALO MARIANA,Especialista Técnico,2020-04-06,D.L. 728,Dirección General de Pocos,Oficina de Yo,ACTIVO,NO,,VILLAVERDE VERGARA GONZALO MARIANA
516,22566391,HERAS URÍA,ROLANDO DANIEL,Analista G1,2018-10-03,D.L. 276,Dirección General de Tomar,Oficina de Color,ACTIVO,NO,,HERAS URÍA ROLANDO DANIEL
517,84989977,BELDA ÁLVAREZ,TAMARA ALBANO,Analista G1,2026-03-20,D.L. 276,Dirección General de Constitución,Oficina de Voz,ACTIVO,NO,,BELDA ÁLVAREZ TAMARA ALBANO
518,68444608,CATALÁN POMBO,ROSALINDA PRIMITIVA,Especialista Técnico,2022-01-11,D.L. 728,Dirección General de Pesar,Oficina de Derechos,ACTIVO,NO,,CATALÁN POMBO ROSALINDA PRIMITIVA
519,47123809,DUQUE SOTELO,MARÍA LUISA CAMILO,Especialista Técnico,2016-07-05,CAS,Dirección General de Tiempo,Oficina de No,ACTIVO,NO,,DUQUE SOTELO MARÍA LUISA CAMILO
